rank,title,studio,gross,year
9804,Dark Blue World,SPC,258771.0,2001
9805,Great Expectations (2013),MSF,258656.0,2013
9806,Turtles Can Fly,IFC,258578.0,2005
9807,Blue Ruin,RTWC,258384.0,2014
9808,The Green Prince,MBox,258237.0,2014
9809,The Music Never Stopped,RAtt.,258223.0,2011
9810,Noelle,8X,257868.0,2007
9811,What's Your Rashee?,UTV,257868.0,2009
9812,The Zero Theorem,Ampl.,257706.0,2014
9813,Back to Burgundy,MBox,257610.0,2018
9814,Cezanne et moi,Magn.,257597.0,2017
9815,Blood: The Last Vampire,Gold.,257412.0,2009
9816,Yo-kai Watch: The Movie,Elev.,257343.0,2016
9817,Mayor of the Sunset Strip,First,257315.0,2004
9818,The Reckoning,ParC,257252.0,2004
9819,The House That Jack Built (Director's Cut),IFC,257121.0,2018
9820,Action Jackson (2014),Eros,256872.0,2014
9821,Dancemaker,AL,256780.0,1999
9822,Miaou!,Chri.,256770.0,2004
9823,Alive Inside,B360,256682.0,2014
9824,Twenty-One,Trit,256521.0,1991
9825,Love in the Buff,CL,256451.0,2012
9826,Dream Lover,Gram.,256264.0,1994
9827,In the Soup,Trit,256249.0,1992
9828,Jean-Michel Basquiat: The Radiant Child,Arth.,256242.0,2010
9829,Boy (2012),PalUni,256211.0,2012
9830,Greendale,Shk.,255947.0,2004
9831,Old Joy,Kino,255923.0,2006
9832,My Brother Is an Only Child,Think,255620.0,2008
9833,"Life, Animated",Orch.,255388.0,2016
9834,The Yes Men,UA,255364.0,2004
9835,Passione,Abr.,255355.0,2011
9836,Sex with Strangers,David,254852.0,2002
9837,Gerry,Think,254683.0,2003
9838,The Blue Room,IFC,254666.0,2014
9839,Dean,CBS,254536.0,2017
9840,The War Zone,Lot47,254441.0,1999
9841,Maelstrom,All.,254380.0,2000
9842,Civil Brand,Lions,254293.0,2003
9843,The War Tapes,SenA,254190.0,2006
9844,Cemetary Man,Oct.,253986.0,1996
9845,National Gallery,Zipp.,253941.0,2014
9846,Chicken with Plums,SPC,253874.0,2012
9847,Trollhunter,Magn.,253444.0,2011
9848,Theremin: An Electronic Odyssey,OrionC,253311.0,1995
9849,Lords of Chaos,G&S,253184.0,2019
9850,The Fortress,CJ,252895.0,2017
9851,Life in a Day,NGE,252788.0,2011
9852,Love's Abiding Joy,BPic,252726.0,2006
9853,Who is Cletis Tout?,ParC,252706.0,2002
9854,London Fields,GVN,252676.0,2018
9855,Lola Versus,FoxS,252603.0,2012
9856,A Place Called Chiapas,Zeit.,252546.0,1998
9857,Broken Bridges,Par.,252539.0,2006
9858,Orphans (1987),Lori,252430.0,1987
9859,Best F(r)iends Movie,Fathom,252410.0,2018
9860,Happily Ever After,Kino,252379.0,2005
9861,Riding Alone for Thousands of Miles,SPC,252325.0,2006
9862,In Praise of Love,Manh,252074.0,2002
9863,Canal Street,SG,251917.0,2019
9864,Call Me,Vest,251819.0,1988
9865,Tazza: The Hidden Card,CJ,251555.0,2014
9866,Dominion: Prequel to the Exorcist,WB,251495.0,2005
9867,Happenstance,Lot47,251444.0,2001
9868,War of the Arrows,CJ,251200.0,2011
9869,The Signal,Magn.,251150.0,2008
9870,The 13th Alley,SChf.,250992.0,2008
9871,The Swindle,NYer,250899.0,1998
9872,Passion in the Desert,FL,250897.0,1998
9873,Spread,Anch.,250618.0,2009
9874,Dog Park,NL,250147.0,1999
9875,Gook,Gold.,250130.0,2017
9876,Humko Deewana Kar Gaye,UTV,250083.0,2006
9877,Jet Lag (Canada),Chri.,250000.0,2003
9878,Sarkar 3,Eros,249588.0,2017
9879,Gay Sex in the 70s,Lvtt.,249565.0,2005
9880,Batti Gul Meter Chalu,Eros,249539.0,2018
9881,Skins,First,249204.0,2002
9882,NFB of Canada Animation Festival,EXPe,249167.0,1991
9883,Love (2015),Alc,249083.0,2015
9884,A Tout de Suite,CGld,248565.0,2005
9885,Far Side of the Moon (Canada),Ode.,248460.0,2003
9886,Band Aid,IFC,248370.0,2017
9887,Joe Strummer: The Future Is Unwritten,IFC,248362.0,2007
9888,The Attacks of 26/11,Eros,248346.0,2013
9889,Black Butler: Book of the Atlantic,FUN,248286.0,2017
9890,15 Fevrier 1839,Chris.,248093.0,2001
9891,Promises,Cow.,247948.0,2002
9892,Time Regained,Kino,247728.0,2000
9893,George Washington,Cow.,247406.0,2000
9894,Rough Magic,Gold.,247202.0,1997
9895,The Galapagos Affair: Satan Came to Eden,Zeit.,247159.0,2014
9896,Enlighten Up!,Bal.,246649.0,2008
9897,My Dog Tulip,NYer,246574.0,2010
9898,The Animation Show,TAS,246520.0,2005
9899,Frozen (2010),Anch.,246176.0,2010
9900,Keep the Lights On,MBox,246112.0,2012
9901,Watermarks,Kino,246094.0,2005
9902,When You're Strange,Abr.,246078.0,2010
9903,"Larger than Life in 3D: Dave Matthews Band, Ben Harper and Gogol Bordello",Cdgm.,246042.0,2009
9904,Stepping Out,Par.,246000.0,1991
9905,Dhoom,Yash,245756.0,2004
9906,The New Age,WB,245217.0,1994
9907,Up and Down,SPC,245127.0,2005
9908,Hello Brother,Vid.,245034.0,1999
9909,The Fireflies are Gone,EOne,245006.0,2018
9910,The Waiting Room,ICir,244951.0,2012
9911,The Harmonists,Mira.,244861.0,1999
9912,La Moustache,CGld,244771.0,2006
9913,Youth Without Youth,SPC,244397.0,2007
9914,The Cuckoo,SPC,243936.0,2003
9915,The Legend of God's Gun,Indic.,243768.0,2008
9916,My Uncle Rafael,RM,243616.0,2012
9917,The Summit,IFC,243550.0,2013
9918,Santitos,Latin,243000.0,2000
9919,Gandhi My Father,Eros,242967.0,2007
9920,Oasis: Supersonic,A24,242867.0,2016
9921,My Perestroika,ICir,242707.0,2011
9922,Gerhard Richter Painting,KL,242646.0,2012
9923,Dead Alive,Trim.,242623.0,1993
9924,Black Dynamite,App.,242578.0,2009
9925,The Swindlers,WGUSA,241916.0,2017
9926,3-Iron,SPC,241914.0,2005
9927,49 Up,FRun,241772.0,2006
9928,Paperhouse,Vest,241278.0,1989
9929,The Ottoman Lieutenant,Pala.,240978.0,2017
9930,Chaos Theory,WIP,240476.0,2008
9931,Trishna,IFC,240381.0,2012
9932,Lie Down with Dogs,Mira.,240280.0,1995
9933,Manufactured Landscapes,Zeit.,240239.0,2007
9934,Carter High,PN,240214.0,2015
9935,Il Divo,MBox,240159.0,2009
9936,Happy Times,SPC,240093.0,2002
9937,One Man's Hero,MGM,240067.0,1999
9938,Driving Lessons,SPC,239962.0,2006
9939,The Beaches of Agnes,CGld,239711.0,2009
9940,Like Someone in Love,IFC,239056.0,2013
9941,Uncovered: The War on Iraq,CLS,238924.0,2004
9942,Nina's Tragedies,Wells,238831.0,2005
9943,311 Enlarged to Show Detail 3,Trafalgar,238791.0,2019
9944,La Buche,Emp.,238754.0,2000
9945,A Good Woman,LGF,238609.0,2006
9946,Crown Heights,IFC,238558.0,2017
9947,The Land Girls,Gram.,238497.0,1998
9948,The Independent,Arro.,238431.0,2001
9949,RWBY Volume 6 Premiere,Fathom,238379.0,2018
9950,Ram Dass: Fierce Grace,Zeit.,238260.0,2002
9951,Generation Wealth,Magn.,237709.0,2018
9952,American Satan,Sumerian,237708.0,2017
9953,Alien Intrusion: Unmasking a Deception,Fathom,237411.0,2018
9954,Monsters,Magn.,237301.0,2010
9955,Kontroll,Think,237183.0,2005
9956,El Bulli: Cooking in Progress,AM,237181.0,2011
9957,Puberty Blues,UniC,237000.0,1983
9958,Middle of Nowhere (2012),AFFRM,236806.0,2012
9959,Skate Kitchen,Magn.,236799.0,2018
9960,Rare Exports: A Christmas Tale,Osci.,236347.0,2010
9961,Romeo Akbar Walter,Eros,236299.0,2019
9962,Chopper,First,236185.0,2001
9963,Tevar,Eros,236002.0,2015
9964,James Cameron's Deepsea Challenge 3D,DLA,235659.0,2014
9965,Hamari Adhuri Kahani,FIP,235361.0,2015
9966,Wilbur Wants to Kill Himself,Think,235294.0,2004
9967,NT Live: Hamlet 2018 Encore,Fathom,235229.0,2018
9968,Circuit,Jour,235087.0,2002
9969,Asa Nu Maan Watan,Wild,235075.0,2004
9970,Art and Craft,Osci.,235037.0,2014
9971,Wah-Wah,IDP,234750.0,2006
9972,Drawing Restraint 9,IFC,234743.0,2006
9973,20 Once Again,CJ,234573.0,2015
9974,Big Fan,FInd.,234540.0,2009
9975,O Jerusalem,IDP,234480.0,2007
9976,Swimming,Ocean,234287.0,2002
9977,The Foot Fist Way,ParV,234286.0,2008
9978,Fear of a Black Hat,IDP,233824.0,1994
9979,Elena,Zeit.,233380.0,2012
9980,Gainsbourg: A Heroic Life,MBox,233007.0,2011
9981,Weapons of the Spirit,FRun,232981.0,1989
9982,demonlover,Palm,232044.0,2003
9983,Satin Rouge,Zeit.,231879.0,2002
9984,Falling from Grace,Col.,231826.0,1992
9985,The Invitation,Drft.,231737.0,2016
9986,Down and Derby,Free,231609.0,2005
9987,My Kid Could Paint That,SPC,231574.0,2007
9988,Sailor Moon SuperS - The Movie,Fathom,231434.0,2018
9989,A Place at the Table,Magn.,231378.0,2013
9990,Borg vs. McEnroe,Neon,231346.0,2018
9991,Les Destinees,Wells,230900.0,2002
9992,Diplomacy,Zeit.,230880.0,2014
9993,Matangi/Maya/M.I.A.,Abr.,230808.0,2018
9994,(Untitled),Gold.,230600.0,2009
9995,Jimmy Vestvood: Amerikan Hero,SkyI,230069.0,2016
9996,A Single Girl,Strand,230049.0,1996
9997,Tezz,Eros,229931.0,2012
9998,Brighton Rock,IFC,229653.0,2011
9999,Judgment in Berlin,NL,229556.0,1988
10000,MFKZ,GK,229423.0,2018
10001,Standard Operating Procedure,SPC,229117.0,2008
10002,Slow West,A24,229094.0,2015
10003,Fifty/Fifty,Can.,229041.0,1993
10004,The Taking of Tiger Mountain,WGUSA,228984.0,2015
10005,The Love Witch,Osci.,228894.0,2016
10006,Land and Freedom,Gram.,228800.0,1996
10007,Imaginary Heroes,SPC,228767.0,2004
10008,Confetti,FoxS,228498.0,2006
10009,Still Breathing,Oct.,228455.0,1998
10010,High Heels and Low Lifes,BV,228194.0,2001
10011,Jeremiah Tower,Orch.,228153.0,2017
10012,A Royal Night Out,ADC,228136.0,2015
10013,InAPPropriate Comedy,Free,228004.0,2013
10014,"Remember Me, My Love",IDP,227986.0,2004
10015,Insomnia (1998),FRun,227569.0,1998
10016,"Babar, King of Elephants",All.,227374.0,1999
10017,Guiana 1838,RBC,227241.0,2004
10018,Bellman and True,Isld,226944.0,1988
10019,This So-Called Disaster,IFC,226658.0,2004
10020,The Agronomist,Think,226189.0,2004
10021,Rumble: The Indians Who Rocked The World,KL,226006.0,2017
10022,The Keeper: The Legend of Omar Khayyam,Arv.,225863.0,2005
10023,The Ballad of Ramblin' Jack,Lot47,225682.0,2000
10024,Singh Saab The Great,Eros,225668.0,2013
10025,Young Soul Rebels,Mira.,225664.0,1991
10026,Dr. Cabbie (U.S. only),Eros,225490.0,2014
10027,The Beauty Academy of Kabul,Shad.,225448.0,2005
10028,Murderous Maids,Rialto,225390.0,2002
10029,Square Dance,Isld,225358.0,1987
10030,Formosa Betrayed,Scre.,225341.0,2010
10031,Goal 2: Living the Dream,Aren,225067.0,2008
10032,Kuch Naa Kaho,Eros,224831.0,2003
10033,Sixty Six,FInd.,224614.0,2008
10034,10 Questions for the Dalai Lama,Mont.,224546.0,2007
10035,The Black Waters of Echo's Pond,PM,224409.0,2010
10036,Battle in Seattle,RedP,224169.0,2008
10037,Unidentified,5&2,224099.0,2006
10038,Tampopo (2016 re-release),Jan.,224097.0,2016
10039,Into the Abyss,IFC,223880.0,2011
10040,Tucker & Dale Vs. Evil,Magn.,223838.0,2011
10041,Fur: An Imaginary Portrait of Diane Arbus,PicH,223202.0,2006
10042,Shaadi Karke Phas Gaye Yaar,Eros,223137.0,2006
10043,A Pigeon Sat on a Branch Reflecting on Existence,Magn.,222989.0,2015
10044,Aida at La Scala,Emr.,222927.0,2007
10045,Pyaar Ka Punchnama 2,Rel.,222856.0,2015
10046,Miss Hokusai,GK,222670.0,2016
10047,Spirit of the Game,Gold.,222565.0,2016
10048,Hard Eight,Gold.,222559.0,1997
10049,Surviving My Mother,All.,222555.0,2007
10050,No Looking Back,Gram.,222099.0,1998
10051,ABCD (Any Body Can Dance),UTV,222098.0,2013
10052,Swing Kids (2018),WGUSA,222001.0,2018
10053,Eagle Vs. Shark,Mira.,221846.0,2007
10054,World's Greatest Dad,Magn.,221805.0,2009
10055,Wassup Rockers,First,221574.0,2006
10056,Under Suspicion (1992),Col.,221295.0,1992
10057,Critical Care,Art.,221193.0,1997
10058,Ira & Abby,Magn.,221096.0,2007
10059,Little Pink House,Da.,220948.0,2018
10060,Steal (a.k.a. Riders),All.,220944.0,2003
10061,Mazinger Z: INFINITY,Fathom,220682.0,2018
10062,Mela,Eros,220524.0,2000
10063,The Viral Factor,CL,220496.0,2012
10064,Boy Culture,TLA,220409.0,2007
10065,Santa with Muscles,Leg.,220198.0,1996
10066,Sea Wolves,Par.,220181.0,1981
10067,The Cockettes,Strand,220165.0,2002
10068,Radioactive Dreams,DEG,220038.0,1986
10069,New York Doll,FInd.,219672.0,2005
10070,Brooklyn Castle,PDA,219407.0,2012
10071,Naam Hai Akira,FIP,219401.0,2016
10072,Fragments of Truth,Fathom,219342.0,2018
10073,Dus Khaniyan,Eros,219071.0,2007
10074,The Suspect (2014),WGUSA,218693.0,2014
10075,Jack and Sarah,Gram.,218626.0,1996
10076,California Typewriter,Grav.,218563.0,2017
10077,Railroad Tigers,WGUSA,218044.0,2017
10078,Dark Money,PBS,217932.0,2018
10079,Haute Cuisine,Wein.,217883.0,2013
10080,Sister My Sister,7Art,217881.0,1995
10081,Getting Grace,Hann.,217812.0,2018
10082,All I See is You,ORF,217644.0,2017
10083,Zero Patience,Strand,217300.0,1994
10084,The Killer Inside Me,IFC,217277.0,2010
10085,Ratcatcher,First,217244.0,2000
10086,Bus 174,Think,217201.0,2003
10087,Starter for 10,PicH,216839.0,2007
10088,Le Petit Lieutenant,CGld,216724.0,2006
10089,The Adventurers,WGUSA,216556.0,2017
10090,A Chorus of Disapproval,SoG.,216373.0,1989
10091,Carandiru,SPC,216335.0,2004
10092,Chris & Don. A Love Story,Zeit.,216110.0,2008
10093,HappyThankYouMorePlease,Anch.,216110.0,2011
10094,Moolaade,NYer,215646.0,2004
10095,Terminal Bliss,Can.,215500.0,1992
10096,His Secret Life,Strand,215449.0,2002
10097,How the Garcia Girls Spent Their Summer,Maya,215303.0,2008
10098,The Treasure of the Sierra Madre (70th anniversary),Fathom,215295.0,2018
10099,The Designated Mourner,First,215292.0,1997
10100,Call + Response,FTrd.,215185.0,2008
10101,Neil Young Journeys,SPC,215026.0,2012
10102,First Snow,YFG,214864.0,2007
10103,"Niagara, Niagara",Art.,214661.0,1998
10104,Hote Hote Pyar Ho Gaya,Eros,214574.0,1999
10105,Trade,RAtt.,214307.0,2007
10106,The Year My Voice Broke,Ave,213901.0,1988
10107,Hell Ride,TRR,213608.0,2008
10108,Do Knot Disturb,AdL.,213525.0,2009
10109,Thaandavam,UTV,213476.0,2012
10110,Ek Ajnabee,Eros,213143.0,2005
10111,Love Liza,SPC,213137.0,2002
10112,Supermensch: The Legend of Shep Gordon,RTWC,213064.0,2014
10113,The Delicate Art of Parking,Libre,213008.0,2004
10114,The Afflicted,Noct.,212940.0,2011
10115,Chocolate City,Free,212662.0,2015
10116,Fall in Love Like a Star,CL,212508.0,2015
10117,Bopha!,Par.,212483.0,1993
10118,Big Sonia,Argo.,212471.0,2017
10119,Tai Chi Zero,Vari.,212094.0,2012
10120,Beatrice,Gold.,211821.0,1988
10121,Lady Vengeance ,Tar.,211667.0,2006
10122,Polisse,IFC,211440.0,2012
10123,Somewhere Between,Long Shot,210975.0,2012
10124,Truman,FR,210840.0,2017
10125,The House I Live In,Abr.,210752.0,2012
10126,La Soga,7-57,210625.0,2010
10127,Wolf Totem,Sony,210591.0,2015
10128,Straight to Hell,Isld,210200.0,1987
10129,Man of the Year (1996),7Art,209935.0,1996
10130,The Awakening (2012),Cohen,209696.0,2012
10131,Levity,SPC,209695.0,2003
10132,The Page Turner,Tar.,209659.0,2007
10133,Believe in Me,IFC,209654.0,2007
10134,Mondovino,Think,209618.0,2005
10135,The Journals of Knud Rasmussen,All.,209478.0,2006
10136,The Breakup Guru,CL,208959.0,2014
10137,Rob the Mob,MNE,208693.0,2014
10138,Ho Mann Jahaan,Eros,208611.0,2016
10139,Dark Places,A24,208588.0,2015
10140,Boys Life 3,Strand,208538.0,2000
10141,Alias Betty,Wells,208400.0,2002
10142,A Man Named Pearl,Tent.,208392.0,2007
10143,Agent Mr. Chan,CL,208351.0,2018
10144,The Dating Project,Fathom,208100.0,2018
10145,The Girl on the Train,Strand,208023.0,2010
10146,Arthur Newman,Cdgm.,207853.0,2013
10147,Seed: The Untold Story,CEye,207825.0,2016
10148,Under the Electric Sky,Focus,207584.0,2014
10149,The Prison,WGUSA,207481.0,2017
10150,Sweetgrass,CGld,207473.0,2010
10151,CJ7,SPC,207378.0,2008
10152,The Guilty,Magn.,207140.0,2018
10153,Soul Power,SPC,207121.0,2009
10154,Matador,WA,206952.0,1988
10155,Tamara,CityL,206871.0,2006
10156,Chaos,NYer,206789.0,2003
10157,The Revelation,Prov.,206755.0,1999
10158,I Married a Strange Person!,Lions,206272.0,1998
10159,Onegin,Gold.,206128.0,1999
10160,Little White Lies,MPI,206088.0,2012
10161,Heneral Luna,Abr.,206040.0,2015
10162,Easy Money (2012),Wein.,205741.0,2012
10163,Ip Man 2: Legend of the Grandmaster,Vari.,205675.0,2011
10164,Man Bites Dog,Roxie,205569.0,1993
10165,Ayn Rand: A Sense of Life,Strand,205246.0,1998
10166,Modigliani,BMD,205165.0,2005
10167,Prince Avalanche,Magn.,205139.0,2013
10168,Frankenhooker,SGE,205068.0,1990
10169,The Tic Code,Lions,205003.0,2000
10170,The Princess Academy,EP,205000.0,1987
10171,The Untold Story of Emmett Louis Till,Think,204956.0,2005
10172,The Iron Orchard,Santa Rita,204881.0,2019
10173,Malamaal Weekly,RBF,204612.0,2006
10174,Iraq in Fragments,Arab,204462.0,2006
10175,Vettai,UTV,204373.0,2012
10176,Maquia: When the Promised Flower Blooms (Subtitled),Elev.,204238.0,2018
10177,Touchback,Anch.,204232.0,2012
10178,Postmen in the Mountains,Shad.,203975.0,2003
10179,The Home Teachers,Hale,203917.0,2004
10180,Kaptaan,UTV,203790.0,2016
10181,Default,CJ,203775.0,2018
10182,Darwin's Nightmare,ICir,203746.0,2005
10183,My Father My Lord,Kino,203708.0,2008
10184,Bulandi,Vid.,203548.0,2000
10185,10 Years,Anch.,203373.0,2012
10186,God's Army 2: States of Grace,MStr.,203144.0,2005
10187,Ghanchakkar,UTV,203044.0,2013
10188,Keep the Change,KL,202788.0,2018
10189,Angel-A,SPC,202647.0,2007
10190,"Filth to Ashes, Flesh to Dust",Noct.,202531.0,2011
10191,The Girl in the Picture,Gold.,202428.0,1986
10192,Crystal Fairy,IFC,202370.0,2013
10193,Jinn,Free,202348.0,2014
10194,The Chateau,IFC,202272.0,2002
10195,Bolshoi Ballet 2017/2018: Coppelia,Fathom,202217.0,2018
10196,Lightning in a Bottle,SPC,201711.0,2004
10197,Bethlehem,AF,201700.0,2014
10198,All or Nothing,UA,201546.0,2002
10199,The Rachel Papers,UA,201468.0,1989
10200,Tim & Eric's Billion Dollar Movie,Magn.,201436.0,2012
10201,Any Day Now,MBox,201395.0,2012
10202,Deliver Us from Evil (2006),LGF,201275.0,2006
10203,El Clan,FIP,201227.0,2016
10204,The Snow Walker,Lions,201149.0,2004
10205,Imelda,Unco,200992.0,2004
10206,Kikujiro,SPC,200920.0,2000
10207,The Burning Plain,Magn.,200730.0,2009
10208,Eat the Rich,NL,200723.0,1988
10209,Zama,Strand,200600.0,2018
10210,Blackthorn,Magn.,200558.0,2011
10211,Champions,AVCO,200498.0,1984
10212,Live in Maid,FSC,200433.0,2007
10213,The Double (2014),Magn.,200406.0,2014
10214,Legendary,Gold.,200393.0,2010
10215,Masculine Feminine (Re-issue),Rialto,200380.0,2005
10216,Gemini,Neon,200340.0,2018
10217,White Girl,FR,200242.0,2016
10218,No Place on Earth,Magn.,200238.0,2013
10219,A Good Old Fashioned Orgy,Gold.,200227.0,2011
10220,Risk,Neon,200219.0,2017
10221,Sleep with Me,MGM,200151.0,1994
10222,Gauguin: Voyage to Tahiti,Cohen,200140.0,2018
10223,Listen Up Philip,Trib.,200126.0,2014
10224,Cutie and the Boxer,RTWC,200036.0,2013
10225,What Would Jesus Buy?,WarP,200010.0,2007
10226,Rebel Without a Cause,WB,199963.0,1955
10227,Studio 54,Zeit.,199767.0,2018
10228,Paa,BPics,199228.0,2009
10229,Chaal Mera Bhai,Eros,199227.0,2000
10230,Sherrybaby,IFC,199176.0,2006
10231,The New Kids,Col.,199108.0,1985
10232,Five Days One Summer,WB,199078.0,1982
10233,Latin Boys Go to Hell,Strand,199033.0,1997
10234,South of the Border,CLS,198600.0,2010
10235,Madame Sata,Wells,198309.0,2003
10236,A Summer's Tale,BWP,198126.0,2014
10237,Getting Away with Murder,Sav.,197322.0,1996
10238,Main Aurr Mrs. Khanna,UTV,197183.0,2009
10239,Jason Mraz: Have It All The Movie,Atlantic Rec,197142.0,2018
10240,Fateless,Think,196857.0,2006
10241,Spark: A Space Tail,ORF,196458.0,2017
10242,The Heart of Me,Think,196067.0,2003
10243,Escobar: Paradise Lost,RTWC,195792.0,2015
10244,What Time Is It There?,Wells,195760.0,2002
10245,La Traviata at La Scala,Emr.,195494.0,2008
10246,The Nutcracker in 3D,Free,195459.0,2010
10247,Infinity,First,195170.0,1996
10248,Series 7: The Contenders,USA,195065.0,2001
10249,Herb & Dorothy,Arth.,194721.0,2009
10250,Raju Chacha,Eros,194698.0,2000
10251,I Want Someone to Eat Cheese With,IFC,194568.0,2007
10252,The Yes Men Fix the World,Shad.,194533.0,2009
10253,The Puffy Chair,IDP,194523.0,2006
10254,Nowhere,FL,194201.0,1997
10255,Free Angela and All Political Prisoners,Code,194102.0,2013
10256,Fate/Stay Night: Heaven's Feel - I. Presage Flower,Fathom,193833.0,2018
10257,Around the Bend,WIP,193637.0,2004
10258,Mondo New York,4&B,193209.0,1988
10259,Van Gogh,SPC,193205.0,1992
10260,The Return of the Swamp Thing,Milli,192816.0,1989
10261,Beverly Hills Brats,Tau,192561.0,1989
10262,Revanche,Jan.,192451.0,2009
10263,November,SPC,192186.0,2005
10264,The Final Year,Magn.,191900.0,2018
10265,A Simple Life,CL,191826.0,2012
10266,Complete Unknown,IFC,191761.0,2016
10267,Gemma Bovery,MBox,191533.0,2015
10268,Fashion,UTV,191442.0,2008
10269,Diamond Men,Pan.,191221.0,2001
10270,The Indian Runner,MGM,191125.0,1991
10271,For Queen and Country,Atl,191051.0,1989
10272,On a Clear Day,Focus,191033.0,2006
10273,The Connection,Drft.,190980.0,2015
10274,"A Woman, A Gun and A Noodle Shop",SPC,190946.0,2010
10275,Lost Embrace,NYer,190860.0,2005
10276,"Faith, Hope & Love",AAE,190781.0,2019
10277,A Pure Formality,SPC,190749.0,1995
10278,Digimon Adventure tri.,Elev.,190581.0,2016
10279,One Week,Film,190441.0,2001
10280,Code Black,Long Shot,190229.0,2014
10281,Midnight's Children,P/108,190022.0,2013
10282,Shrink,RAtt.,189621.0,2009
10283,Client 9: The Rise and Fall of Eliot Spitzer,Magn.,189416.0,2010
10284,Le Papillon,Chris.,189144.0,2003
10285,Elsa & Fred,Mitro.,189024.0,2008
10286,Miles from Home,Cinc,188964.0,1988
10287,Taking Sides,NYer,188952.0,2003
10288,Bol,Eros,188850.0,2011
10289,Love and Lost (Shi Gu),CL,188817.0,2015
10290,Nick Saban: Gamechanger,FLF,188786.0,2010
10291,Master Z: Ip Man Legacy,WGUSA,188676.0,2019
10292,Lonely Hearts,IDP,188565.0,2007
10293,Lost Boys of Sudan,Shad.,188467.0,2003
10294,Eros,WIP,188392.0,2005
10295,Bolshoi Ballet: Don Quixote (2018),Fathom,187946.0,2018
10296,Waste Land,Arth.,187716.0,2010
10297,Stonewall (2015),RAtt.,187674.0,2015
10298,Vitus,SPC,187480.0,2007
10299,Rocket Gibraltar,Col.,187349.0,1988
10300,Never-Ending Man: Hayao Miyazaki,GK,187320.0,2018
10301,Calle 54,Mira.,187308.0,2000
10302,The Big Tease,WB,187152.0,2000
10303,Maggie,RAtt.,187112.0,2015
10304,The Monkey King 3,WGUSA,187074.0,2018
10305,Goldbuster,WGUSA,186135.0,2018
10306,Summer 1993,Osci.,185903.0,2018
10307,Return of the Texas Chainsaw Massacre,Lions,185898.0,1995
10308,Madeline's Madeline,Osci.,185576.0,2018
10309,Detective K: Secret of the Lost Island,CJ,185367.0,2015
10310,NT Live: King Lear,Fathom,185305.0,2018
